text,sentimen
"['kuliah', 'online', 'semester', 'tidak', 'rumah', 'corona', 'selesai', 'berani', 'mal']",negative
"['akibat', 'kuliah', 'online', 'gila']",negative
"['tidak', 'fokus', 'diri', 'beban', 'kuliah', 'online', 'kintil', 'kuliah', 'online', 'kintil']",negative
"['kuliah', 'online', 'rumah', 'malas', 'sangking', 'malas', 'kuliah', 'tugas', 'kecil', 'nilai', 'bodoh']",negative
"['kuliah', 'online', 'jiwa', 'gila', 'tidak', 'waras']",negative
"['kasihan', 'banget', 'angkat', 'kuliah', 'utbk', 'susah', 'rapid', 'ospeknya', 'online']",negative
"['mampus', 'nasib', 'nilai', 'kuliah', 'online', 'bagaimana']",negative
"['kuliah', 'online', 'bosan', 'tidak', 'bisa', 'lihat', 'anak', 'stikes', 'mondar', 'mandir']",negative
"['mending', 'tidak', 'kuliah', 'semester', 'kuliah', 'online', 'tidak', 'paham']",negative
"['serius', 'ajar', 'via', 'online', 'permanen', 'tidak', 'paham', 'sumpah', 'kuliah', 'amal', 'kampus', 'gila']",negative
"['kuliah', 'online', 'internet', 'masih', 'dukung', 'sistem', 'turun', 'bikin', 'pusing']",negative
"['kuliah', 'online', 'miskin', 'galau', 'kacau', 'nilai', 'tidak', 'paham', 'materi']",negative
"['henti', 'kuliah', 'mending', 'les', 'online', 'latih', 'sertifikasi', 'ilmu', 'nya', 'masuk', 'bayar', 'efisien', 'bayar', 'ukt', 'full', 'tidak', 'subsidi', 'internet', 'dosen', 'suka', 'aneh', 'ajar']",negative
"['anjing', 'kuliah', 'online', 'nilai', 'bangsat', 'kuota', 'habis', 'ilmu', 'tidak', 'tugas', 'tumpuk', 'begadang', 'nilai', 'setan']",negative
"['kuliah', 'online', 'iya', 'iya', 'buk', 'bu']",negative
"['aduh', 'stres', 'kuliah', 'online']",negative
"['kacau', 'cemas', 'gelisah', 'marah', 'rumah', 'wajar', 'kuliah', 'online', 'putus', 'rutin', 'meditasi', 'yoga', 'dengar', 'podcast', 'inspiratif']",negative
"['masalah', 'kuliah', 'online', 'sinyal', 'lemah', 'pulsa', 'tinggal', 'perangkat', 'tidak', 'dukung', 'alternatif']",negative
"['iya', 'mel', 'enak', 'kuliah', 'online', 'tidak', 'bisa', 'lihat', 'gebetan']",negative
"['kuliah', 'online', 'via', 'zoom', 'indeks', 'prestasi', 'kumulatif', 'ya', 'zoom', 'biar']",negative
"['kuliah', 'online', 'horor', 'ya', 'horor', 'iya', 'dosen', 'tidak', 'tugas', 'muncul']",negative
"['dosenya', 'benar', 'ajar', 'pakai', 'video', 'buat', 'materi', 'sih', 'enak', 'kuliah', 'tugas', 'tok', 'bukan', 'kuliah', 'online', 'tugas', 'online']",negative
"['tidak', 'ya', 'uji', 'semester', 'semester', 'kuliah', 'online', 'kangen', 'kampus']",negative
"['nya', 'banyak', 'anak', 'anak', 'nya', 'main', 'orang', 'tua', 'orang', 'tua', 'tidak', 'stay', 'rumah', 'bisa', 'ajar', 'anak', 'lihat', 'sekitar', 'gue', 'kuliah', 'online', 'tidak']",negative
"['bodoh', 'nya', 'permanen', 'ih', 'sumpah', 'susah', 'banget', 'kuliah', 'online']",negative
"['deh', 'tidak', 'asyik', 'kuliah', 'online', 'tidak', 'bisa', 'main', 'ml', 'kelas', 'ajar']",negative
"['sederhana', 'kuliah', 'online', 'tidak', 'karuan', 'kuis', 'prokrastinasi', 'tidak', 'paham', 'ajar', 'semester']",negative
"['mahasiswa', 'kampus', 'saya', 'mutual', 'instagram', 'kemarin', 'keluh', 'kuliah', 'online', 'jam', 'baru', 'status', 'minum', 'kopi', 'wkwk']",negative
"['kuliah', 'online', 'transparansi', 'nilai', 'banget', 'anjing', 'kaget', 'nilai', 'keluar', 'pas', 'kuliah', 'uji', 'lancar']",negative
"['kuliah', 'tatap', 'muka', 'online', 'bodoh', 'banget', 'oi']",negative
"['maaf', 'banget', 'nih', 'permanen', 'bodoh', 'nih', 'otak', 'semester', 'daring', 'nilai', 'turun', 'nama', 'kuliah', 'online', 'tidak', 'temu', 'nama', 'kuliah', 'tugas', 'online', 'dosen', 'tidak', 'kasih', 'jelas', 'kadang', 'kasih', 'tugas', 'serba', 'dadak', 'tidak', 'jam']",negative
"['bosan', 'kuliah', 'online', 'buat', 'otak', 'bodoh', 'nilai']",negative
"['semester', 'tidak', 'ajar', 'mata', 'kuliah', 'ajar', 'tulis', 'dosen', 'ku', 'lihat', 'tulis', 'daripada', 'isi', 'kuliah', 'online', 'hehe']",negative
"['ajar', 'jarak', 'kuliah', 'online', 'otak', 'offline', 'bodoh']",negative
"['vektor', 'kuliah', 'online', 'sistem', 'ajar', 'otodidak']",negative
"['semester', 'wkwk', 'harap', 'acara', 'laksana', 'eh', 'tau', 'kuliah', 'online', 'malas', 'asa', 'tidak']",negative
"['dosen', 'kasih', 'standar', 'nilai', 'kasih', 'nya', 'bagaimana', 'ya', 'aneh', 'orang', 'aktif', 'nilai', 'bisa', 'kuliah', 'online', 'absen', 'doang']",negative
"['hem', 'kangen', 'teman', 'tidak', 'teman', 'oi', 'bosan', 'kuliah', 'online']",negative
"['cape', 'kuliah', 'online', 'kerja', 'kelompok', 'online', 'tugas', 'online', 'presentasi', 'online', 'bodoh', 'dengar', 'ajar', 'kelas', 'fokus', 'ku', 'buyar', 'rumah', 'tukang', 'bulat', 'pas', 'zoom', 'beli']",negative
"['blend', 'sistem', 'tidak', 'sih', 'kelas', 'bisa', 'bareng', 'wkwk', 'tidak', 'kuliah', 'sistem', 'online', 'ih', 'malas', 'banget', 'bayar', 'mahal', 'bodoh']",negative
"['libur', 'pola', 'hidup', 'atur', 'jam', 'antuk', 'tidur', 'bangun', 'jam', 'coba', 'deh', 'kuliah', 'overthinking', 'takut', 'siang', 'bikin', 'tidak', 'bisa', 'tidur', 'siang', 'kelas', 'online']",negative
"['tugas', 'uji', 'semester', 'uji', 'semester', 'ya', 'anjing', 'tugas', 'teman', 'tidak', 'laptop', 'nilai', 'mahasiswa', 'tidak', 'kuliah', 'online', 'teman', 'tidak', 'kerja', 'tugas', 'bisa', 'nilai', 'kuota', 'habis']",negative
"['kuliah', 'online', 'jam', 'pagi', 'mata', 'masih', 'berat', 'mau', 'tinggal', 'tidur', 'dosen', 'perhati', 'tani', 'lontong', 'sayur', 'pedas', 'buat', 'bikin', 'mata', 'melek']",negative
"['kuliah', 'online', 'nilai', 'turun']",negative
"['banget', 'kuliah', 'kerja', 'cape', 'kuliah', 'tugas', 'online', 'banding', 'kuliah', 'tugas', 'offline']",negative
"['rindu', 'kuliah', 'offline', 'tidak', 'bisa', 'umpat', 'marah', 'dosen', 'ilmu', 'online', 'tidur', 'pas', 'kuliah', 'astagfirullah']",negative
"['tidak', 'sop', 'nya', 'tidak', 'ajar', 'random', 'kendala', 'kuliah', 'online', 'keluh']",negative
"['ajar', 'mata', 'kuliah', 'online', 'menang', 'bagaimana']",negative
"['bukan', 'kuliah', 'online', 'tugas', 'online', 'kali', 'lipat']",negative
"['lihat', 'teman', 'tugas', 'tidak', 'lihat', 'sih', 'tidak', 'tau', 'ya', 'kuliah', 'tidak', 'kasihan', 'cari', 'sinyal', 'tinggi', 'online', 'tidak', 'make', 'gedung']",negative
"['semester', 'daring', 'pusing', 'tugas', 'online', 'bukan', 'kuliah', 'online']",negative
"['kuliah', 'online', 'bikin', 'otak', 'bodoh']",negative
"['bisa', 'nya', 'kuliah', 'online', 'uji', 'semester', 'offline']",negative
"['rt', 'ih', 'sumpah', 'orang', 'malas', 'tidak', 'produktif', 'kuliah', 'offline', 'jarang', 'kuliah', 'online']",negative
"['anjing', 'spp', 'full', 'kuliah', 'online', 'alias', 'kuliah']",negative
"['kuliah', 'online', 'enak', 'kamu', 'santai', 'mama', 'pilih', 'mending', 'kuliah', 'langsung', 'kuliah', 'online', 'paham', 'tidak', 'tugas', 'bejibun']",negative
"['eh', 'bagaimana', 'anak', 'pikir', 'bahan', 'coba', 'ya', 'kali', 'syukur', 'bisa', 'rasa', 'kuliah', 'tatap', 'muka', 'ujung', 'nya', 'sidang', 'online', 'tidak', 'tau', 'wisuda', 'online', 'offline']",negative
"['ih', 'sumpah', 'orang', 'malas', 'tidak', 'produktif', 'kuliah', 'offline', 'jarang', 'kuliah', 'online']",negative
"['semester', 'jalan', 'online', 'kuliah', 'online', 'via', 'google', 'classroom', 'alias', 'gratis', 'ajar', 'dosen', 'saya', 'hak', 'alokasi', 'mana', 'uang', 'saya', 'bayar', 'judul', 'bpp', 'spp', 'semester']",negative
"['isi', 'catat', 'saya', 'hasil', 'kelas', 'fisik', 'beliau', 'persis', 'materi', 'ppt', 'dosen', 'kuliah', 'online', 'kerja', 'dosen', 'tugas', 'repetitif', 'maksud', 'bagaimana']",negative
"['kuliah', 'online', 'minggu', 'saya', 'tugas', 'nama', 'kuliah', 'kasih', 'tugas']",negative
"['gila', 'tidak', 'cape', 'kuliah', 'online', 'pandemi', 'puasa', 'nilai', 'rasa', 'kuliah', 'online', 'bulan', 'tidak', 'sanggup']",negative
"['kuliah', 'online', 'tidak', 'uang', 'jajan']",negative
"['tau', 'tugas', 'online', 'bukan', 'kuliah', 'online', 'maaf']",negative
"['kuliah', 'online', 'fasilitas', 'kampus', 'tidak', 'pakai', 'bayar', 'uang', 'kuliah', 'full', 'biaya', 'keluar', 'kuliah', 'online', 'materi', 'tidak', 'masuk', 'otak']",negative
"['model', 'manusia', 'kuliah', 'offline', 'tidak', 'teman', 'anjing', 'online', 'tidak', 'kenal']",negative
"['selesai', 'zoom', 'cape', 'banget', 'ya', 'kuliah', 'online']",negative
"['kampus', 'masih', 'bayar', 'full', 'pikir', 'kuliah', 'online', 'bukan', 'materi', 'akademik', 'aspek', 'nom', 'akademik', 'ganggu', 'kaderisasi', 'organisasi', 'terima', 'anggota']",negative
"['tidak', 'tau', 'semester', 'ajar', 'online', 'berangkat', 'langsung', 'uji', 'semester', 'masuk', 'kelas', 'tidak', 'tau', 'bagaimana', 'syukur', 'masih', 'nama', 'mata', 'kuliah', 'tolong', 'saya', 'bodoh', 'kuliah', 'tidak', 'guna']",negative
"['bukti', 'gara', 'gara', 'sistem', 'kuliah', 'online', 'tidak', 'optimal', 'jatuh', 'buat', 'nilai', 'mahasiswa', 'tidak', 'maksimal']",negative
"['gampang', 'lupa', 'aneh', 'tidak', 'wawas', 'industri', 'mohon', 'maaf', 'kuliah', 'online', 'mana', 'ajar', 'saya', 'erti']",negative
"['fcg', 'bisa', 'gilir', 'kuliah', 'online', 'alas', 'kuota', 'kampret']",negative
"['kayak', 'tolong', 'oi', 'iya', 'anak', 'rantau', 'introvert', 'erti', 'enak', 'rumah', 'tolong', 'tidak', 'bisa', 'online', 'suka', 'sedih', 'hura', 'hura', 'kuliah', 'online']",negative
"['kuliah', 'nya', 'bimbing', 'online', 'mudah', 'eh', 'bulan', 'chat', 'ku', 'tidak', 'balas', 'dosen', 'bimbing']",negative
"['gagal', 'kakak', 'adik', 'beli', 'paket', 'data', 'buat', 'kuliah', 'online', 'tidak', 'bisa', 'beli']",negative
"['posisi', 'bingung', 'bagaimana', 'depan', 'kuliah', 'kuliah', 'sistem', 'nya', 'masih', 'online', 'tahun', 'saya', 'pikir', 'mending', 'ambil', 'cuti', 'kuliah', 'jujur', 'kuliah', 'semester', 'online', 'saya', 'tidak']",negative
"['kuliah', 'online', 'tidak', 'efektif', 'uji', 'semester', 'susah']",negative
"['jurus', 'saya', 'tidak', 'dukung', 'kuliah', 'online', 'babi', 'ah', 'tai', 'banget', 'asli']",negative
"['senang', 'kuliah', 'eh', 'online']",negative
"['bagaimana', 'uang', 'jajan', 'kuliah', 'online', 'alias', 'ya', 'allah', 'rumah', 'saldo']",negative
"['semenjak', 'kuliah', 'online', 'jadwal', 'tidur', 'tidak', 'atur', 'tidur', 'telat', 'bangun', 'telat']",negative
"['kuliah', 'offline', 'masih', 'bodoh', 'kabar', 'online', 'permanen']",negative
"['lumayan', 'ya', 'nilai', 'kuliah', 'online', 'pas', 'presentasi', 'suka', 'tidur']",negative
"['rt', 'gel', 'handphone', 'rusak', 'kuliah', 'masih', 'online', 'situasi', 'susah', 'handphone', 'baik', 'beli', 'hem']",negative
"['jeda', 'jalan', 'rumah', 'kampus', 'lumayan', 'makan', 'bantu', 'buat', 'healing', 'cape', 'hari', 'kuliah', 'online', 'ambil', 'waras']",negative
"['otak', 'bukan', 'takdir', 'buat', 'pikir', 'kuliah', 'online', 'mubadzir', 'ukt']",negative
"['senang', 'ya', 'tidak', 'kuliah', 'online']",negative
"['semester', 'kuliah', 'online', 'fasilitas', 'tidak', 'bayar', 'semester', 'full']",negative
"['bisa', 'ya', 'bayar', 'semester', 'full', 'semester', 'kuliah', 'online', 'telu', 'tel']",negative
"['bisa', 'ya', 'kampus', 'suruh', 'bayar', 'asrama', 'kuliah', 'online', 'telu', 'tel']",negative
"['habis', 'baca', 'isi', 'berita', 'even', 'pikir', 'menteri', 'didik', 'budaya', 'hormat', 'ajar', 'online', 'tidak', 'efektif', 'goblok', 'bayar', 'bangun', 'kayak', 'sumbang', 'sukarela', 'ilmu', 'apa', 'tidak', 'buat', 'gue', 'kuliah']",negative
"['beli', 'kuota', 'internet', 'buat', 'kuliah', 'online', 'beli', 'mie', 'instan', 'stok', 'minggu', 'beli', 'token', 'listrik', 'saya', 'mahasiswa', 'rantau', 'jebak', 'psbb', 'bantu', 'jatah', 'kuota', 'internet', 'gratis', 'bantu', 'logistik', 'kampus']",negative
