text,sentimen
" Masalah nya kebanyakan anak-anak itu pengen nya main, sedangkan banyak orang tua yang bekerja yang membuat banyak orang tua yang tidak stay dirumah dan bisa mengajar anak"" mereka. Ini yang aku lihat disekitar.

Dan gw juga selama kuliah online ngerasa gak dapet apa-apa.",Negative
"bodoh nya permanen kalau begini caranya, ih sumpah susah banget  kuliah online ",Negative
" Jangan deh pak tidak asik kalau kuliah online, tidak bisa main ML di kelas ketika pembelajaran",Negative
" sederhana, setelah kuliah online aku jadi makin tidak karuan :"")
lewat kuis 1x, prokrastinasi semakin tinggi, engga paham apa yang dipelajari selama 1 semester ini :)",Negative
"Ada mahasiswa kampus saya, kebetulan mutual di instagram. Dari kemarin mengeluh terus karena kuliah online, tapi beberapa jam kemudian update status lagi ngopi wkwkwkwkw",Negative
"Di masa kuliah online  gini harusnya transparansi nilai tuh penting banget, ini  apa anjing kaget tiba2 nilai keluarnya segitu, padahal  pas kuliah dan ujian merasa lancar2 aja...??",Negative
Pengen kuliah tatap muka :((( kalau online begini terus sepertinya aku jadi bodoh banget woy,Negative
" Maaf banget nih pak kalau permanen yg ada makin bodoh ni otak, satu semester daring nilai turun bahkan yang namanya kuliah online tidak menemukan yang namanya kuliah adanya tugas online dosen juga tidak kasih penjelasan sama sekali kadang kasih tugas serba mendadak tidak tepat dijamnya",Negative
Bosan kuliah online buat otak menjadi bodoh nilai jadi kecil,Negative
"Sepertinya semester depan aku tidak belajar mata kuliahnya la, belajar menulis aja. Karena dosen2 ku pada lihat tulisan daripada isinya di kuliah online, hehe",Negative
"Pembelajaran jarak jauh ??
Kuliah online tapi otak offline bodoh",Negative
@nobita_vektor Kuliah online sistemnya seperti belajar otodidak ??,Negative
 semester 2.. wkwkwk berharap banyak acara yg terlaksana ehhh  taunya kuliah online?? malas berasa tidak ikut apa2,Negative
"Dosen yang kasih standar nilai tu kasih nya bagaimana ya??aku kok merasa ada yg aneh,orang  yg aktif nilainya kok bisa sama dengan yang kuliah online cuma absen doang??",Negative
"Hmm kangen  teman ??, aku disini tidak ada teman woy ... Bosan kuliah online terus ???? ",Negative
"Aku sudah capek kuliah online, kerja kelompok online, bagi tugas online, presentasi online. Aku merasa aku makin bodoh setiap dengar yg mengajar. Dikelas aja fokus ku buyar, apalagi dirumah. Ada tukang tahu bulat pas aku lagi zoom aja aku sempat beli dulu ??",Negative
" kalau blend sistem tidak masalah sih tapi dilakukan di kelas juga jadi tetap bisa bareng2 wkwk
aku tidak jadi lanjut kuliah tahun ini aja karena sistem online, ih malas banget sudah bayar mahal2 malah jadi bodoh ??",Negative
"Kalau lagi liburan begini, pola hidup teratur. Dibawah jam 12 sudah mengantuk, terus tidur bangun selalu dibawah jam 7.
Coba deh nanti kalau udah kuliah. Overthinking takut kesiangan malah bikin tidak bisa tidur dan kesiangan. Apalagi kelas online ??",Negative
"Aku mengerjakan tugas, uts , uas ya anjing!!!  Bahkan aku mengerjakan tugas teman sekalian (yg tidak punya laptop) tapi kenapa nilai aku seperti mahasiswa yg tidak pernah ikut kuliah online!!! Terus teman yg tidak kerja tugas sama sekali bisa dapat Nilai A!!!! percuma kuota aku habis!",Negative
"Ada kuliah online jam 7 pagi. Rasanya mata masih berat, maunya ditinggal tidur aja. Tapi dosennya minta perhatian terus ??
Ditemani lontong sayur. Pedas, cukup buat bikin mata melek. ?? ",Negative
Kuliah online nilai turun,Negative
" @collegemenfess Benar banget, belum lagi kalau yang kuliah sambil kerja?? lebih capek kuliah + tugas online di banding kuliah + tugas offline",Negative
" rindu kuliah offline:""(((( meskipun tidak bisa mengumpat kalau dimarahin dosen, tapi ilmunya bakal benar2 dapat, kalau online aku cuma tidur pas kuliah, astaghfirullah????????????",Negative
"kalau tidak jelas SOP nya, ini jadi tidak jelas belajarnya. Random. Terus kendalanya mirip  kuliah online yang banyak dikeluhkan selama ini",Negative
"ngajar 5 mata kuliah secara online. Mau nangis tapi bagaimana lagi :"")",Negative
 Bukan kuliah online yg ada malah tugas online 2 kali lipat,Negative
"kalau aku lihat temanku,  tugasnya tidak lihat waktu, ada saja,
aku sih tidak tau ya itu memang kalau kuliah tuh seperti gitu apa engga,
dan kasian juga kalau yang harus nyari sinyal di atas ketinggian,
dan kalau online, kan tidak make gedung tuh,...",Negative
"1 semester daring aja sudah pusing, seperti tugas online bukan kuliah online?? ",Negative
kuliah online bikin otak menjadi bodoh,Negative
"Bisa  nya kuliah online tapi UAS offline :"")",Negative
"RT @shaamyang: ih sumpah kalau begini bakal makin jadi orang malas dan tidak produktif. kuliah offline aja jarang keluar, apalagi ini kuliah online",Negative
  @mahasiswaYUJIEM  anjing spp full tapi kuliah online alias percuma kuliah,Negative
"""Kuliah online tuh enak kamu santai terus"" - mama
kalau boleh milih mending kuliah langsung,??????
Kuliah online paham engga tugas bejibun????",Negative
  @tanyainrl eh bagaimana? kalau bener.. jadi anak 98 dulu selalu mikir kenapa jadi bahan percobaan terus ya.. tapi baru kali ini bersyukur setidaknya bisa merasakan kuliah 4 tahun tatap muka walaupun ujung nya sidang online dan tidak tau wisuda online atau offline :(,Negative
"ih sumpah kalau begini bakalan semakin jadi orang malas dan tidak produktif. kuliah offline aja jarang keluar, apalagi ini kuliah online. ?? ",Negative
"Mengingat:
1. 3/4 semester dijalani secara online;
2. Kuliah online dilakukan via google classroom alias GRATIS; 
3. Cara mengajar dosen yg seperti itu;
Saya merasa berhak untuk mempertanyakan, dialokasikan kemana uang yg saya bayarkan dengan judul ""BPP"" & ""SPP"" pada semester itu? ",Negative
"Isi catatan saya dari hasil ikut kelas fisiknya beliau, SAMA PERSIS dengan ""materi"" PPT yg dosen tersebut BARU berikan PADA SAAT KULIAH ONLINE.
Gabut tuh dosen.
Nah, tugas yg repetitif tuh maksudnya gimana? ",Negative
"Kuliah Online selama berminggu2, yg saya dapat apa?
Tugas
""Emang kenapa? Namanya kuliah kan pasti dikasih tugas""
",Negative
" @collegemenfess gila, tidak capek apa kuliah online selama pandemi begini? aku aja sebelum puasa udah keluar nilainya, merasakan kuliah online kurang lebih sebulan udah tidak sanggup ??",Negative
 Kalau kuliah online tidak dapat uang jajan :(,Negative
Yang aku tau selama ini tugas online bukan kuliah online maap :( ,Negative
"Kuliah online,fasilitas kampus tidak terpakai,bayar uang kuliah full
Nyatanya biaya yg dikeluarkan saat kuliah online lebih banyak,materi tidak ada yg masuk di otak",Negative
" Model manusia seperti aku kuliah offline saja tidak punya temen anjing, apalagi online tambah tidak kenal siapa2 ??",Negative
Baru selesai zoom capek banget begini ya kuliah online ??,Negative
" kampus, tapi masih diminta bayar full.
terus juga aku pikir kuliah online sekarang ini bukan tentang materi atau akademiknya. banyak juga aspek dari nom akademiknya yang terganggu. kaderisasi organisasi. penerimaan anggota baru",Negative
"Dia tidak tau rasanya setelah hampir satu semester pembelajaran online, berangkat2 langsung UAS. Masuk kelas tidak tau mau mengerjakan gimana, syukur2 aja masih ingat nama mata kuliahnya ?? plis lah saya makin bodoh yg ada kalo begini terus ?? rasa kuliah tidak ada gunanya",Negative
terbukti gara-gara sistem kuliah online yg tidak optimal jatuhnya buat nilai mahasiswa jadi tidak maksimal juga????,Negative
"gampang lupa.
anehnya, itu tidak terjadi di wawasan industri. mohon maaf kuliah online entah dimana pelajaran yg saya mengerti.",Negative
@imadudinabd Fcg bisa giliran kuliah online alasannya kuota kampret,Negative
kek plis woy iya aku yg anak rantau dan introvert mengerti kok emang enak di rumah:( tapi plis lah beberapa emang tidak bisa onlen :( suka sedih kalo ada yg hura hura sama kuliah online,Negative
" Masalah kuliah kata nya bimbingan online mudah, eh sudah sebulan chat ku engga dibalas dosen pembimbing",Negative
merasa gagal jadi kakak ketika adik  minta beli paket data buat dia kuliah online tapi engga bisa beli :((,Negative
"lagi ada di posisi bingung mau gimana kedepannya tentang kuliah._.
kuliah kalo sistem nya masih online terus begini setahun kedepan, saya kepikiran mending mengambil cuti kuliah.
jujur aja, ini kuliah satu semester kurang aja online saya tidak dapat apa-apa.",Negative
"sudah kuliah online tidak efektif, ketika uas disusahkan",Negative
Selain itu jurusan saya sangat tidak mendukung kuliah online babi !!! Ah tai banget asli,Negative
Udah senang kuliah eh malah online :(,Negative
"gmn caranya uang jajan ada walaupun kuliah online? alias yaallah ??????
dirumah bener2 saldo 0 ??",Negative
"Semenjak kuliah online, jadwal tidur tidak beraturan, tidur telat bangun telat ??",Negative
Kuliah offline aja masih merasa bodoh apa kabar kalo online bakal jadi permanen????? ,Negative
lumayan juga ya nilai kuliah online walaupun pas lagi presentasi suka ketiduran??,Negative
"RT @natania_kugel: hp rusak...
mana sebagian kuliah masih online lagi :(
situasi sekarang lagi susah.
Hp di perbaiki atau beli baru?
Hmm t…",Negative
ada 'jeda' perjalanan rumah-kampus yg lumayan memakan waktu tapi  bener membantu aku buat healing setelah capek seharian. kuliah online sudah mengambil kewarasanku 70%.,Negative
"Ini otak bukan ditakdirkan buat berpikir kuliah online, mubadzir dah ukt :(",Negative
 Seneng ya ga kuliah online,Negative
"Semester depan kuliah online, fasilitas tidak banyak digunakan, kok bayar semester full? @ditmawa @IOTelkomUniv @InfoUnivTelkom @TelUniversity @Adiwijaya @telyufess @Telkom",Negative
Kok bisa ya bayar semester full padahal semester depan kuliah online..   @ditmawa_telu @IOTelkomUniv @InfoUnivTelkom @TelUniversity @Adiwijaya_Tel_U @telyufess @Telkom,Negative
Kok bisa yah kampus suruh bayar asrama padahal kuliah online.  @ditmawa_telu @IOTelkomUniv @InfoUnivTelkom @TelUniversity @Adiwijaya_Tel_U @telyufess @Telkom,Negative
"Habis baca isi berita, even cuma pemikiran Bapak Mendikbud terhormat.
Belajar Online begini ga ada efektifnya, makin goblok yang ada :) 
Bayar pembangunan kayak nyumbang sukarela, ilmu apapun ga dapat, terus buat apa gw kuliah? ",Negative
"beli kuota internet buat kuliah online 
beli mie instan untuk stok seminggu 
beli token listrik 
Udah itu aja dari saya , sebagai mahasiswa rantau yg terjebak psbb dan belum mendapatkan bantuan baik itu jatah kuota internet gratis maupun bantuan logistik dari pihak kampus.",Negative
